rlcThroughputDl:vector ExtClientServerExample.ue.cellularNic.nrRlc.um (#0 - test-0-20250830-13:43:36-16472),
1.077,1475778.08727949997
1.077,1477164.345403899901
1.078,1477179.035250499843
1.079,1477193.697868399785
1.079,1478577.386469000015
1.08,1478590.740740699688
1.08,1479973.148148099888
1.081,1479985.198889899996
1.082,1479997.227356699757
1.082,1481377.079482399853
1.083,1481387.811634299806
1.083,1482766.389658399853
1.084,1482775.830258300058
1.085,1482785.253456200001
1.085,1484161.290322599928
1.086,1484169.42909759981
1.087,1484177.552897899872
1.087,1485551.057957699983
1.088,1485557.904411799735
1.088,1486930.14705879986
1.089,1486935.72084479965
1.09,1486941.28440369991
1.09,1488311.009174299888
1.091,1488315.30705769965
1.091,1489683.776351999952
1.092,1489686.813186800102
1.093,1489689.84446479985
1.093,1491055.809698099731
1.094,1491057.586837300096
1.094,1492422.303473500065
1.095,1492422.831050199918
1.096,1492423.357664200007
1.096,1493785.583941599815
1.097,1493784.867821299932
1.097,1495145.852324499745
1.098,1495143.897996400013
1.099,1495141.947224699888
1.099,1496500.454959100108
1.1,1496497.272727299943
1.1,1497854.545454499775
1.101,1497850.136239799666
1.102,1497845.735027200072
1.102,1499200.544464599803
1.103,1499194.922937399702
1.104,1499189.311594199852
1.104,1500541.666666700035
1.105,1500534.84162899991
1.105,1501885.972850699903
1.106,1501877.938517199825
1.107,1501869.918699199795
1.107,1503218.608852799977
1.108,1503209.386281599751
1.108,1504556.859205800103
1.109,1504546.438232599753
1.11,1504536.036035999652
1.11,1505881.081081099806
1.111,1505869.486948699687
1.111,1507213.321332099843
1.112,1507200.539568299888
1.113,1507187.78077269997
1.113,1508529.200359399891
1.114,1508515.260323199903
1.114,1509855.475763000077
1.115,1509840.358744400083
1.116,1509825.268817199853
1.116,1511163.082437299653
1.117,1511146.821844199668
1.117,1512483.437779800031
1.118,1512466.010733499652
1.119,1512448.614834699776
1.119,1513782.841823100108
1.12,1513764.285714299878
1.12,1515097.321428599762
1.121,1515077.609277399718
1.122,1515057.93226379994
1.122,1516388.591800400053
1.123,1516367.764915399715
1.124,1516346.975089000068
1.124,1517675.266903900072
1.125,1517653.333333299957
1.125,1518980.444444399788
1.126,1518957.37122559966
1.127,1518934.338953000025
1.127,1520259.094942300108
1.128,1520234.929077999663
1.128,1521558.510638299858
1.129,1521533.215234699653
1.13,1521507.964601799843
1.13,1522829.203539799896
1.131,1522802.829354600047
1.131,1524122.90008840011
1.132,1524095.406360399907
1.133,1524067.961164999751
1.133,1525385.701676999681
1.134,1525357.142857099878
1.134,1526673.721340399696
1.135,1526644.052863399957
1.136,1526614.436619699928
1.136,1527928.697183100035
1.137,1527897.977132800031
1.137,1529211.081794199995
1.138,1529179.261862900103
1.139,1529147.497805099931
1.139,1530458.296751500103
1.14,1530425.438596500078
1.141,1530392.638036800078
1.141,1531701.139351400077
1.142,1531667.250437799837
1.142,1532974.60595449991
1.143,1532939.632545900062
1.144,1532904.720279699652
1.144,1534209.790209800001
1.145,1534173.799126599913
1.145,1535477.729257599913
1.146,1535440.663176300001
1.147,1535403.661726200018
1.147,1536705.318221400022
1.148,1536667.247386799653
1.148,1537967.770034799813
1.149,1537928.633594399781
1.15,1537889.565217399965
1.15,1539187.826086999845
1.151,1539147.697654199782
1.151,1540444.830582099962
1.152,1540403.645833299957
1.153,1540362.532523899801
1.153,1541657.415438000108
1.154,1541615.251299799878
1.154,1542909.012131699822
1.155,1542865.80086579965
1.156,1542822.6643598997
1.156,1544114.186851199712
1.157,1544070.008642999915
1.157,1545360.414865999945
1.158,1545315.198618299788
1.159,1545270.060396899931
1.159,1546558.239861899983
1.16,1546512.068965499751
1.161,1546465.977605499788
1.161,1547751.937984500077
1.162,1547704.819277099795
1.162,1548989.672977599776
1.163,1548941.530524499712
1.164,1548893.4707903997
1.164,1550176.116838499901
1.165,1550127.038626600053
1.165,1551408.583691000001
1.166,1551358.490565999872
1.167,1551308.483290500003
1.167,1552587.832047999833
1.168,1552536.815068499647
1.168,1553815.068493199996
1.169,1553763.04533790005
1.17,1553711.111111099828
1.17,1554987.179487199983
1.171,1554934.244235699991
1.172,1554881.39931740006
1.173,1554828.644501300058
1.173,1556101.44927540002
1.174,1556047.700170400083
1.175,1555994.042553199915
1.176,1555940.476190499957
1.176,1557210.034013600085
1.177,1557155.48003399977
1.178,1557101.018675699827
1.178,1558368.421052599787
1.179,1558312.977099199775
1.179,1559579.304495299696
1.18,1559522.881355899847
1.181,1559466.553768000096
1.181,1560730.736663799731
1.182,1560673.434856199657
1.182,1561936.54822340002
1.183,1561878.275570599822
1.184,1561820.101351399902
1.184,1563081.081081099806
1.185,1563021.940928299907
1.185,1564281.856540099713
1.186,1564221.753794299901
1.187,1564161.752316799943
1.187,1565419.545071600001
1.188,1565358.585858599745
1.188,1566615.31986529985
1.189,1566553.406223699913
1.19,1566491.596638699988
1.19,1567746.218487400091
1.191,1567683.459277899932
1.191,1568937.0277077998
1.192,1568873.3221477
1.193,1568809.723386399908
1.193,1570061.190276599951
1.194,1569996.649916199965
1.195,1569932.217573199882
1.195,1571181.589958199762
1.196,1571116.220735799982
1.196,1572364.548494999757
1.197,1572298.245613999663
1.198,1572232.053422399793
1.198,1573478.29716189997
1.199,1573411.175979999822
1.199,1574656.380316900085
1.2,1574588.333333299957
1.201,1574520.399666899812
1.201,1575763.530391300093
1.202,1575694.675540799735
1.202,1576936.7720466
1.203,1576866.999168700068
1.204,1576797.342192699663
1.204,1578037.375415300016
1.205,1577966.804979299657
1.207,1576589.063794499726
1.208,1576519.867549699727
1.209,1576450.785773399747
1.21,1576381.81818179972
1.21,1577615.702479300087
1.211,1577545.829892700068
1.212,1577476.072607299775
1.212,1578707.920792100016
1.213,1578637.262984300028
1.213,1579868.095630699766
1.214,1579796.5403624
1.215,1579725.10288070002
1.215,1580953.909465000031
1.216,1580881.57894739974
1.216,1582109.375
1.217,1582036.154478199776
1.218,1581963.054187200028
1.218,1583188.834154400038
1.219,1583114.848236300047
1.219,1584339.622641500082
1.22,1584264.754098400003
1.221,1584190.00818999996
1.221,1585412.776412799952
1.222,1585337.152209499847
1.222,1586558.919803599822
1.223,1586482.420277999708
1.224,1586406.045751600056
1.224,1587625.816993500102
1.225,1587548.571428599762
1.225,1588767.346938800063
1.226,1588689.233279000032
1.227,1588611.246943799775
1.227,1589828.03585979994
1.228,1589749.185667799781
1.229,1589670.463791700075
1.229,1590885.272579299747
1.23,1590805.691056899722
1.23,1592019.512195100072
1.231,1591939.073923599902
1.232,1591858.766233799976
1.232,1593070.616883100007
1.233,1592989.456609900106
1.233,1594200.324411999896
1.234,1594118.314424599981
1.235,1594036.437246999701
1.235,1595245.344129600093
1.236,1595162.621359199747
1.236,1596370.550161799877
1.237,1596286.984640299803
1.238,1596203.554119499862
1.238,1597409.531502400053
1.239,1597325.262308300001
1.239,1598530.266343799878
1.24,1598445.161290300075
1.241,1598360.193392399696
1.241,1599563.25543919997
1.242,1599477.455716599707
1.242,1600679.549114299933
1.243,1600592.920353999822
1.244,1600506.430868200022
1.244,1601706.59163990011
1.245,1601619.277108399657
1.246,1601532.102728699796
1.246,1602730.33707869984
1.247,1602642.341619899957
1.247,1603839.615076200102
1.248,1603750.801282099908
1.249,1603662.129703799722
1.249,1604857.485988799945
1.25,1604768
1.25,1605962.399999999902
1.251,1605872.102318099696
1.252,1605781.948881799816
1.252,1606974.440894600001
1.253,1606883.479648800097
1.253,1608075.019952099766
1.254,1607983.253588499962
1.255,1607891.633466099852
1.255,1609081.274900400075
1.256,1608988.853503199756
1.256,1610177.547770699946
1.257,1610084.327764499928
1.258,1609991.25596179999
1.258,1611178.060413399707
1.259,1611084.193804599806
1.259,1612270.055599699726
1.26,1612175.396825399712
1.261,1612080.888183999803
1.261,1613264.869151500051
1.262,1613169.572107799813
1.262,1614352.614896999668
1.263,1614256.53206649981
1.264,1614160.601265799715
1.264,1615341.772151899985
1.265,1615245.059288499872
1.266,1615148.499210099683
1.266,1616327.804107399652
1.267,1616230.465666899918
1.267,1617408.839778999793
1.268,1617310.725552099751
1.269,1617212.765957399732
1.269,1618389.28289989987
1.27,1618290.551181099837
1.271,1618191.974822999907
1.271,1619366.640440599988
1.272,1619267.295597499696
1.273,1619168.106834199741
1.273,1620340.926944199946
1.274,1620240.97331239981
1.274,1621412.872841400091
1.275,1621312.156862699888
1.276,1621211.59874609997
1.276,1622381.66144199995
1.277,1622280.344557600093
1.277,1623449.490994499991
1.278,1623347.417840399775
1.279,1623245.50430019991
1.279,1624412.822517599907
1.28,1624310.15625
1.28,1625476.5625
1.281,1625373.145979699676
1.282,1625269.890795599665
1.282,1626434.477379099927
1.283,1626330.47544820001
1.283,1627494.154325800013
1.284,1627389.408099699762
1.285,1627284.82490269979
1.285,1628446.692607
1.286,1628341.36858480004
1.286,1629502.332814899733
1.287,1629396.270396299657
1.288,1629290.372670799956
1.288,1630449.534161499696
1.289,1630342.901473999952
1.29,1630236.434108499897
1.292,1628868.421052599787
1.293,1628763.341067299707
1.294,1628658.423492999743
1.294,1629812.210200899741
1.295,1629706.563706600102
1.296,1629601.080246899738
1.296,1630753.086419799827
1.297,1630646.877409399946
1.297,1631797.995373900045
1.298,1631691.063174099657
1.299,1631584.295611999926
1.299,1632733.641262500075
1.3,1632626.153846200085
1.3,1633774.615384599653
1.301,1633666.410453499756
1.302,1633558.371735800053
1.302,1634705.069124399681
1.303,1634596.316193399946
1.303,1635742.133537999815
1.304,1635632.668711700007
1.305,1635523.371647499965
1.305,1636667.432950200043
1.306,1636557.427258799781
1.306,1637700.612557400015
1.307,1637589.90053559979
1.308,1637479.357798200097
1.308,1638620.795107000038
1.309,1638509.549274299756
1.309,1639650.114591300018
1.31,1639538.167938899712
1.311,1639426.392067099916
1.311,1640565.21739130001
1.312,1640452.743902399665
1.313,1640340.441736499775
1.313,1641477.532368599897
1.314,1641364.535768599712
1.314,1642500.76103499997
1.315,1642387.072243299796
1.316,1642273.556230999991
1.316,1643408.054711199827
1.317,1643293.8496582997
1.317,1644427.486712200097
1.318,1644312.594840699803
1.319,1644197.877179699946
1.319,1645329.795299499757
1.32,1645214.393939400087
1.32,1646345.454545499753
1.321,1646229.371688100038
1.322,1646113.464447800066
1.322,1647242.81391829997
1.323,1647126.228269099718
1.323,1648254.724111899731
1.324,1648137.462235599753
1.325,1648020.37735849991
1.325,1649147.1698113
1.326,1649029.411764699962
1.326,1650155.35444949986
1.327,1650036.925395600026
1.328,1649918.674698799845
1.328,1651042.921686700075
1.329,1650924.003009799865
1.33,1650805.263157899952
1.33,1651927.81954889977
1.331,1651808.41472580004
1.331,1652930.127723499663
1.332,1652810.060060099696
1.333,1652690.172543100077
1.333,1653810.202550599813
1.334,1653689.655172399707
1.334,1654808.84557719994
1.335,1654687.640449400056
1.336,1654566.616766499816
1.336,1655684.131736499718
1.337,1655562.45325359981
1.337,1656679.132385899775
1.338,1656556.801195799835
1.339,1656434.652725900053
1.339,1657549.663928299672
1.34,1657426.865671599745
1.34,1658541.044776099731
1.341,1658417.59880689997
1.342,1658294.33681069966
1.342,1659406.855439600065
1.343,1659282.948622500053
1.343,1660394.638868199657
1.344,1660270.08928570011
1.345,1660145.724907099731
1.345,1661255.762081800025
1.346,1661130.757800899907
1.346,1662239.970282299903
1.347,1662114.328136600083
1.348,1661988.872403599785
1.348,1663096.439169100016
1.349,1662970.348406199827
1.35,1662844.444444399788
1.35,1663950.370370399668
1.351,1663823.834196900015
1.351,1664928.941524799908
1.352,1664801.775147899982
1.353,1664674.796747999727
1.353,1665778.270509999707
1.354,1665650.664697200057
1.354,1666753.323485999828
1.355,1666625.092250899872
1.356,1666497.050147499883
1.356,1667598.0825958997
1.357,1667469.417833500072
1.357,1668569.63890939997
1.358,1668440.353460999666
1.359,1668311.258278099816
1.359,1669409.86019130004
1.36,1669280.14705879986
1.36,1670377.941176499701
1.361,1670247.612050000108
1.362,1670117.474302500016
1.362,1671213.656387699765
1.363,1671082.90535579994
1.363,1672178.283198799933
1.364,1672046.920821100003
1.365,1671915.750915799751
1.365,1673009.523809500035
1.366,1672877.745241600085
1.367,1672746.159473299977
1.367,1673838.332114099985
1.368,1673706.140350899657
1.368,1674797.514619899908
1.369,1674664.718772799706
1.37,1674532.116788299751
1.37,1675621.89781019976
1.371,1675488.694383699907
1.371,1676577.680525199971
1.372,1676443.877551000093
1.373,1676310.269482899918
1.373,1677397.669337199996
1.374,1677263.464337700043
1.374,1678350.072780199812
1.375,1678215.272727299943
1.376,1678080.668604699891
1.376,1679165.697674399702
1.377,1679030.501089300025
1.377,1680114.742193199691
1.378,1679978.955007299778
1.379,1679843.36475709965
1.379,1680926.033357500093
1.38,1680789.855072499713
1.38,1681871.73913039965
1.381,1681734.974655999797
1.382,1681598.408104199913
1.382,1682678.726483399976
1.383,1682541.576283399943
1.383,1683621.113521299785
1.384,1683483.381502899803
1.385,1683345.848375499708
1.385,1684423.826714799735
1.386,1684285.71428570011
1.387,1684147.801009399813
1.387,1685224.224945900026
1.388,1685085.734870299695
1.388,1686161.383285299871
1.389,1686022.318214499852
1.39,1685883.453237399921
1.39,1686957.553956799671
1.391,1686818.116462999952
1.391,1687891.445003599856
1.392,1687751.436781599647
1.393,1687611.629576500035
1.393,1688683.417085399847
1.394,1688543.041606899813
1.394,1689614.060258199922
1.395,1689473.118279600047
1.396,1689332.378223499745
1.396,1690401.86246419977
1.397,1690260.558339300096
1.397,1691329.277022199702
1.398,1691187.410586599721
1.399,1691045.746962099797
1.399,1692112.937812699932
1.4,1691970.71428570011
1.4,1693037.142857099878
1.401,1692894.3611705997
1.402,1692751.783166899806
1.402,1693816.690442199815
1.403,1693673.556664299682
1.404,1693530.626780599818
1.404,1694594.017093999772
1.405,1694450.533807799682
1.405,1695513.167259799778
1.406,1695369.13229019986
1.407,1695225.30206110002
1.407,1696286.425017799712
1.408,1696142.045454499775
1.408,1697202.414772700047
1.409,1697057.487579799718
1.41,1696912.765957399732
1.41,1697971.631205699866
1.411,1697826.364280699747
1.411,1698884.479092800053
1.412,1698738.668555200097
1.413,1698593.064402000043
1.413,1699649.681528700045
1.414,1699503.536067899778
1.414,1700559.405940599737
1.415,1700412.72084809979
1.416,1700266.242937899657
1.416,1701320.621468899766
1.417,1701173.606210299765
1.417,1702227.240649299693
1.418,1702079.689703799781
1.419,1701932.346723000047
1.419,1702984.49612399982
1.42,1702836.619718299707
1.421,1702688.951442599757
1.421,1703739.619985899883
1.422,1703591.420534499916
1.422,1704641.350211000066
1.423,1704492.621222800103
1.424,1704344.101123599796
1.424,1705392.556179800066
1.425,1705243.508771900085
1.425,1706291.228070199951
1.426,1706141.654978999865
1.427,1705992.291520699856
1.427,1707038.542396599888
1.428,1706888.65546219982
1.428,1707934.173669499806
1.429,1707783.764870499722
1.43,1707633.566433599681
1.43,1708677.62237760005
1.431,1708526.904262799766
1.431,1709570.23060799995
1.432,1709418.994413400065
1.433,1709267.969295199957
1.433,1710309.839497599747
1.434,1710158.298465800001
1.434,1711199.442119899666
1.435,1711047.386759599666
1.436,1710895.543175499883
1.436,1711935.236768799828
1.437,1711782.881002099713
1.437,1712821.851078599688
1.438,1712668.984700999683
1.439,1712516.330785299647
1.439,1713553.856844999825
1.44,1713400.694444399788
1.441,1713247.744621799788
1.441,1714283.830673099957
1.442,1714130.37447990011
1.442,1715165.74202500004
1.443,1715011.781011799812
1.444,1714858.033241000022
1.444,1715891.96675899997
1.445,1715737.716262999918
1.445,1716770.934256100093
1.446,1716616.182572599962
1.447,1716461.644782300102
1.447,1717493.434692499688
1.448,1717338.397790099956
1.449,1717183.574879199727
1.449,1718213.940648700106
1.45,1718058.620689699888
1.45,1719088.275862100065
1.451,1718932.460372199766
1.452,1718776.859504099932
1.452,1719805.096418699712
1.453,1719649.002064699766
1.453,1720676.531314499672
1.454,1720519.944979399903
1.455,1720363.57388320006
1.455,1721389.690721599845
1.456,1721232.829670299772
1.456,1722258.24175819987
1.457,1722100.89224429987
1.458,1721943.758573399852
1.458,1722967.764060399956
1.459,1722810.143934200047
1.459,1723833.447566799816
1.46,1723675.342465799765
1.461,1723517.453798799772
1.461,1724539.356605099976
